timestamp,tsr_achieved,tsr_target,burnability_index,thermal_efficiency,plant_health_percentage
2025-09-17 00:00:00,0.9999999997870181,0.15,50.0,0.8489224670475412,100.0
2025-09-17 00:01:00,0.9999999999989972,0.15,50.0,0.8454081327874143,100.0
2025-09-17 00:02:00,0.999999999999969,0.15,50.0,0.8470574966266708,100.0
2025-09-17 00:03:00,0.9999999999999631,0.15,50.0,0.8429472387922107,100.0
2025-09-17 00:04:00,0.9999999936147521,0.15,50.0,0.8420610457186313,100.0
2025-09-17 00:05:00,0.9999999999999886,0.15,50.0,0.845992168161665,100.0
2025-09-17 00:06:00,0.9999999998201075,0.15,50.0,0.8391260357078456,100.0
2025-09-17 00:07:00,1.0000000000000036,0.15,50.0,0.8441987932395758,100.0
2025-09-17 00:08:00,1.0000000000033094,0.15,50.0,0.843518073265115,100.0
2025-09-17 00:09:00,1.0000000000038958,0.15,50.0,0.8461315502641068,100.0
2025-09-17 00:10:00,0.9999999999979128,0.15,50.0,0.8361737193989928,100.0
2025-09-17 00:11:00,1.000000000000336,0.15,50.0,0.8462677164563486,100.0
2025-09-17 00:12:00,0.9999999998049822,0.15,50.0,0.8379782034937159,100.0
2025-09-17 00:13:00,1.0000000000003162,0.15,50.0,0.8427273792408099,50.0
2025-09-17 00:14:00,0.9999999999013092,0.15,50.0,0.8447417778691778,100.0
2025-09-17 00:15:00,0.9999999998337,0.15,50.0,0.8438440808468506,100.0
2025-09-17 00:16:00,0.9999999999999224,0.15,50.0,0.8443054995816147,100.0
2025-09-17 00:17:00,0.9999999999975833,0.15,50.0,0.838959010297703,100.0
2025-09-17 00:18:00,0.9999999999999464,0.15,50.0,0.8437735032729925,100.0
2025-09-17 00:19:00,1.0000000000002456,0.15,50.0,0.8382268345789466,100.0
2025-09-17 00:20:00,1.000000000000029,0.15,50.0,0.8469694819223783,100.0
2025-09-17 00:21:00,1.0000000000002873,0.15,50.0,0.8319886557167986,100.0
2025-09-17 00:22:00,1.0000000000001168,0.15,50.0,0.8434077071903971,100.0
2025-09-17 00:23:00,0.9999999999989149,0.15,50.0,0.8306578454341917,100.0
2025-09-17 00:24:00,1.0000000000000033,0.15,50.0,0.8421886720218432,100.0
2025-09-17 00:25:00,1.0000000000000036,0.15,50.0,0.8417849127199706,100.0
2025-09-17 00:26:00,0.9999999999993048,0.15,50.0,0.839631578363684,100.0
2025-09-17 00:27:00,0.9999999999999983,0.15,50.0,0.8466989546369939,100.0
2025-09-17 00:28:00,0.999999999999995,0.15,50.0,0.8494518193749441,100.0
2025-09-17 00:29:00,1.0000000000000353,0.15,50.0,0.84373473621879,100.0
2025-09-17 00:30:00,1.0000000000000178,0.15,50.0,0.8441257184221014,100.0
2025-09-17 00:31:00,0.999999999999728,0.15,50.0,0.8457168012220516,100.0
2025-09-17 00:32:00,1.0000000000000109,0.15,50.0,0.8388145435846696,100.0
2025-09-17 00:33:00,0.9999999999999822,0.15,50.0,0.8401912436356755,100.0
2025-09-17 00:34:00,1.0000000000000395,0.15,50.0,0.8482469566070638,100.0
2025-09-17 00:35:00,1.0000000000001001,0.15,50.0,0.8448379311954285,100.0
2025-09-17 00:36:00,1.0000000000000047,0.15,50.0,0.8463251609432574,50.0
2025-09-17 00:37:00,0.9999999999999134,0.15,50.0,0.8446466173510115,100.0
2025-09-17 00:38:00,1.0000000000000142,0.15,50.0,0.8330682068986275,50.0
2025-09-17 00:39:00,0.999999999999991,0.15,50.0,0.8492586261517296,100.0
2025-09-17 00:40:00,1.00000000000001,0.15,50.0,0.8460278077840014,50.0
2025-09-17 00:41:00,0.9999999999945266,0.15,50.0,0.8479975253760738,100.0
2025-09-17 00:42:00,0.9999999999999143,0.15,50.0,0.8372733430117779,100.0
2025-09-17 00:43:00,1.000000000008091,0.15,50.0,0.8460558653039517,100.0
2025-09-17 00:44:00,0.999999999999923,0.15,50.0,0.8441379070959705,100.0
2025-09-17 00:45:00,1.0000000000000449,0.15,50.0,0.8466268944480778,100.0
2025-09-17 00:46:00,1.0000000000000424,0.15,50.0,0.8365091549093474,100.0
2025-09-17 00:47:00,0.999999999999962,0.15,50.0,0.8432495549075522,100.0
2025-09-17 00:48:00,0.9999999999999667,0.15,50.0,0.8373109615738097,100.0
2025-09-17 00:49:00,0.9999999999999649,0.15,50.0,0.8389542775009141,100.0
2025-09-17 00:50:00,0.9999999999999686,0.15,50.0,0.8457801498843827,100.0
2025-09-17 00:51:00,0.9999999999998729,0.15,50.0,0.8340876514667729,100.0
2025-09-17 00:52:00,0.9999999999998553,0.15,50.0,0.8462350131787876,100.0
2025-09-17 00:53:00,0.9999999999999769,0.15,50.0,0.8318272206287625,100.0
