timestamp,feed_rate_tph,fuel_rate_tph,kiln_speed_rpm,burning_zone_temp_c,cooler_outlet_temp_c,excess_air_pct,gas_flow_nm3_h,raw_meal_fineness_blaine,raw_meal_alkali_content,cooler_air_flow_nm3_h
2025-09-17 00:00:00,194.5156194069585,14.967041247476693,3.0469203794311994,1462.0136937063933,102.93046948976607,9.864037259356513,195245.18052145877,2982.029780851012,0.6274957726951602,151377.21153908866
2025-09-17 00:01:00,184.85865107542554,14.499985419916703,2.979796433227641,1464.2047910357705,107.59004476401415,10.101479771767844,198579.1147266668,3123.6066280045748,0.5471200562824965,153154.11441907674
2025-09-17 00:02:00,184.76335718185643,14.693931841961728,2.979884076858465,1454.163642311312,101.15509917785121,9.49987344554481,197491.76177777827,2959.1106135606797,0.69269356633807,148351.77538783688
2025-09-17 00:03:00,199.53867615129184,14.558950590411289,3.195204550061729,1447.2165412807403,96.89955991358342,11.045667272822762,199722.288130278,3181.1877579115467,0.6003946072292704,150691.13882623793
2025-09-17 00:04:00,190.64299434581818,15.884245645852722,3.025096401580631,1475.2111653728705,100.22893690359207,10.238311081659667,204868.48785945273,3019.7523514460136,0.49793619575976694,146593.96993961575
2025-09-17 00:05:00,176.27879087289287,14.529880673015741,3.000698434000797,1456.065168025079,99.44007821493973,9.351993264828064,199790.9985250757,2930.7672012596904,0.6068827318368665,148740.68315213147
2025-09-17 00:06:00,189.1720821151616,13.880470726984589,3.080784730561081,1443.5844654992975,90.88320474917867,9.056722314267537,191385.32507610193,2940.998049607443,0.6972345104935385,149765.09066641435
2025-09-17 00:07:00,193.28867638370102,15.670253699518211,2.9938380928529513,1449.376347781951,103.66057180072941,9.473031935363842,208524.16877794254,2964.0605884865986,0.6161407443243283,147945.74121817196
2025-09-17 00:08:00,186.24652581694698,14.30280755677377,2.967076876147125,1438.5505238882959,95.889265852522,9.789132331634972,213176.04942553447,2987.81022149573,0.7002983804695471,152958.34715444915
2025-09-17 00:09:00,190.2686546661482,14.65118648312566,3.053335148587598,1454.200880879725,92.94782213545756,9.49542312380599,198227.63143900162,3046.358763070503,0.7047238910211316,149095.58877396546
2025-09-17 00:10:00,185.6617448648553,13.454890748529326,3.0413956051786424,1447.6057852918125,103.16142353763658,9.430912972291349,204447.7035424985,3009.717766825405,0.5812893262536193,147313.5288459093
2025-09-17 00:11:00,192.30086887524484,14.941877677709469,3.1905957083096177,1454.8491345781126,107.14118532751615,9.93947228804472,199194.33348676303,3101.553584597522,0.4951122425630391,148921.50280474283
2025-09-17 00:12:00,196.3515892523853,16.07677010015264,2.8293834011847316,1446.7444909834323,95.67893884360879,9.17134469114124,204320.46756140015,3031.126873534731,0.6153817932362737,150836.99618650533
2025-09-17 00:13:00,194.1343745377826,14.257014873497265,2.943269845512453,1461.5917883494087,107.7159971199086,10.471348579341672,203120.4519927055,2836.6937387824964,0.6136323075719013,150832.0744525811
2025-09-17 00:14:00,184.39117718745104,15.40011421345606,3.1096889585517413,1434.6639494062358,93.74417589353108,9.914755078971814,198756.15799291953,3011.210454772002,0.6302632507986775,152049.15309678297
2025-09-17 00:15:00,186.35235417930082,14.465934381469365,3.095590598618176,1457.6115646108062,98.15237759668588,8.947493518585073,205318.15469280834,2946.406391299159,0.6705566386482548,147557.19671802167
2025-09-17 00:16:00,194.12038817863683,15.472051957737568,2.9005860806701302,1441.7567287417544,92.18921147971204,11.79950581857607,203814.9039791279,2923.451515894469,0.6536176360961197,150619.45192265825
2025-09-17 00:17:00,199.53499392309521,13.735292559730436,3.0173355057847413,1451.8311158053195,99.11547554138042,10.997863218990235,200430.05589814368,2983.489089955652,0.539315866369156,152954.1278529012
2025-09-17 00:18:00,190.67176958083527,14.61992036419583,2.8231029549039577,1426.693549303512,104.47165448750236,9.748505328040297,199266.43892302105,3148.038519617235,0.6254656987153985,150569.54589380947
