timestamp,feed_rate_tph,fuel_rate_tph,kiln_speed_rpm,burning_zone_temp_c,cooler_outlet_temp_c,excess_air_pct,gas_flow_nm3_h,raw_meal_fineness_blaine,raw_meal_alkali_content,cooler_air_flow_nm3_h,raw_meal_composition,fuel_mix,fuel_calorific_values,platform_processing_timestamp,tsr_achieved,tsr_target,optimal_fuel_blend,fuel_optimization_success,kiln_setpoints,preheater_setpoints,cooler_setpoints,burnability_index,thermal_efficiency,utility_power_savings_kw,utility_cost_savings_usd_year,utility_efficiency_gain_pct,total_anomalies,plant_health_percentage,active_alerts_count,critical_equipment,gpt_response,gpt_query,demo_generation_timestamp,demo_version,platform_version
2025-09-17 00:00:00,194.5156194069585,14.967041247476693,3.0469203794311994,1462.0136937063933,102.93046948976607,9.864037259356513,195245.18052145877,2982.029780851012,0.6274957726951602,151377.21153908866,"{'lime_saturation_factor': 0.9521950571688392, 'silica_ratio': 2.551708400509992, 'alumina_ratio': 1.4508144901101443}","{'coal': 0.6095220690499227, 'petcoke': 0.18026298901337984, 'rdf': 0.1276403750822769, 'biomass': 0.0379332648378589}","{'coal': 6325.872032801206, 'petcoke': 7917.264541145472, 'rdf': 4371.845374376791, 'biomass': 3164.6188549664475}",2025-09-16T19:07:01.525336,0.9999999997870181,0.15,"{'coal': 2.0212731488555846e-10, 'petcoke': 8.484726861722551e-12, 'rdf': 0.13360466110969518, 'biomass': 0.0397057826740135, 'tire_derived_fuel': 0.8266895560033094}",True,"{'kiln_speed_rpm': 2.446235694111536, 'fuel_rate_tph': 14.005945750965232, 'feed_rate_tph': 189.5156194069585, 'excess_air_pct': 10.0, 'burning_zone_temp_c': 1440.3890450348854}","{'stage_temperatures': [897.9873708179796, 797.9873708179796, 697.9873708179796, 597.9873708179796, 497.9873708179795], 'stage_efficiencies': [0.8500373664083565, 0.800074732816713, 0.7501120992250695, 0.700149465633426, 0.6501868320417825], 'calciner_temp_c': 895.1945225174427}","{'cooler_speed_rpm': 0.8534765255116965, 'air_flow_nm3_h': 151376.52362500396, 'target_outlet_temp_c': 74.26738262755848}",50.0,0.8489224670475412,70.0,1506720.0,4.76190476190476,0,100.0,0,[],"
            Based on current plant data:
            - Production Rate: N/A tph
            - Free Lime: N/A% (Target: <2.0%)
            - Specific Power: N/A kWh/t
            - Kiln Temperature: 1...",Analyze current plant performance and provide optimization recommendations,2025-09-16T19:07:08.209689,1.0,JK_Cement_Digital_Twin_v1.0
2025-09-17 00:01:00,184.85865107542554,14.499985419916703,2.979796433227641,1464.2047910357705,107.59004476401415,10.101479771767844,198579.1147266668,3123.6066280045748,0.5471200562824965,153154.11441907674,"{'lime_saturation_factor': 0.9569655331808123, 'silica_ratio': 2.5666448558262136, 'alumina_ratio': 1.4213669114013396}","{'coal': 0.6163720851264017, 'petcoke': 0.22579676661083486, 'rdf': 0.13522449913679788, 'biomass': 0.03652497444119742}","{'coal': 6581.341246719115, 'petcoke': 7799.425081751269, 'rdf': 3688.7121567534296, 'biomass': 3531.384048220541}",2025-09-16T19:07:01.536557,0.9999999999989972,0.15,"{'coal': 9.39498479013423e-13, 'petcoke': 6.32315889998572e-14, 'rdf': 0.13336823663261857, 'biomass': 0.036023586445979534, 'tire_derived_fuel': 0.8306081769203991}",True,"{'kiln_speed_rpm': 2.2695568814391143, 'fuel_rate_tph': 13.363602137055059, 'feed_rate_tph': 179.85865107542554, 'excess_air_pct': 10.0, 'burning_zone_temp_c': 1438.6361671713835}","{'stage_temperatures': [906.1497891889541, 806.1497891889541, 706.1497891889541, 606.1497891889541, 506.149789188954], 'stage_efficiencies': [0.8506909318570649, 0.80138186371413, 0.7520727955711949, 0.7027637274282598, 0.6534546592853249], 'calciner_temp_c': 894.3180835856917}","{'cooler_speed_rpm': 0.6204977617992924, 'air_flow_nm3_h': 153153.2867177338, 'target_outlet_temp_c': 73.10248880899647}",50.0,0.8454081327874143,70.0,1506720.0,4.76190476190476,0,100.0,0,[],"
            Based on current plant data:
            - Production Rate: N/A tph
            - Free Lime: N/A% (Target: <2.0%)
            - Specific Power: N/A kWh/t
            - Kiln Temperature: 1...",Analyze current plant performance and provide optimization recommendations,2025-09-16T19:07:08.209689,1.0,JK_Cement_Digital_Twin_v1.0
2025-09-17 00:02:00,184.76335718185643,14.693931841961728,2.979884076858465,1454.163642311312,101.15509917785121,9.49987344554481,197491.76177777827,2959.1106135606797,0.69269356633807,148351.77538783688,"{'lime_saturation_factor': 0.9633048240907841, 'silica_ratio': 2.58640630094547, 'alumina_ratio': 1.496463786182765}","{'coal': 0.6109155055276505, 'petcoke': 0.2095106543746048, 'rdf': 0.16372012087719104, 'biomass': 0.032285979281614245}","{'coal': 6593.855760324493, 'petcoke': 8047.87668891028, 'rdf': 4270.658280087588, 'biomass': 3251.7211146805444}",2025-09-16T19:07:01.539782,0.999999999999969,0.15,"{'coal': 2.6478819137309983e-14, 'petcoke': 4.2715728099363085e-15, 'rdf': 0.16107332215858108, 'biomass': 0.0317640245693055, 'tire_derived_fuel': 0.8071626532720825}",True,"{'kiln_speed_rpm': 2.771701961292862, 'fuel_rate_tph': 14.360840457056764, 'feed_rate_tph': 179.76335718185643, 'excess_air_pct': 10.0, 'burning_zone_temp_c': 1446.6690861509503}","{'stage_temperatures': [905.11008318685, 805.11008318685, 705.11008318685, 605.11008318685, 505.11008318685003], 'stage_efficiencies': [0.8506445030659174, 0.801289006131835, 0.7519335091977524, 0.7025780122636698, 0.6532225153295873], 'calciner_temp_c': 898.3345430754752}","{'cooler_speed_rpm': 0.9422450411074392, 'air_flow_nm3_h': 148351.14073486155, 'target_outlet_temp_c': 74.71122520553719}",50.0,0.8470574966266708,70.0,1506720.0,4.76190476190476,0,100.0,0,[],"
            Based on current plant data:
            - Production Rate: N/A tph
            - Free Lime: N/A% (Target: <2.0%)
            - Specific Power: N/A kWh/t
            - Kiln Temperature: 1...",Analyze current plant performance and provide optimization recommendations,2025-09-16T19:07:08.209689,1.0,JK_Cement_Digital_Twin_v1.0
2025-09-17 00:03:00,199.53867615129184,14.558950590411289,3.195204550061729,1447.2165412807403,96.89955991358342,11.045667272822762,199722.288130278,3181.1877579115467,0.6003946072292704,150691.13882623793,"{'lime_saturation_factor': 0.9585830802205103, 'silica_ratio': 2.3340673973809807, 'alumina_ratio': 1.5361401765413558}","{'coal': 0.5448480736473408, 'petcoke': 0.20183166268056163, 'rdf': 0.14917960179647452, 'biomass': 0.03988660867345599}","{'coal': 6497.3880756102235, 'petcoke': 8025.734170911212, 'rdf': 4142.795860111745, 'biomass': 3577.5189038944536}",2025-09-16T19:07:01.542767,0.9999999999999631,0.15,"{'coal': 3.1336044870045043e-14, 'petcoke': 4.4785169954751055e-15, 'rdf': 0.15942318778614287, 'biomass': 0.04262546774575927, 'tire_derived_fuel': 0.797951344468061}",True,"{'kiln_speed_rpm': 3.3343774860247124, 'fuel_rate_tph': 14.781627287952062, 'feed_rate_tph': 194.53867615129184, 'excess_air_pct': 10.0, 'burning_zone_temp_c': 1452.2267669754078}","{'stage_temperatures': [899.9529500546321, 799.9529500546321, 699.9529500546321, 599.9529500546321, 499.9529500546321], 'stage_efficiencies': [0.8500091933644814, 0.8000183867289631, 0.7500275800934445, 0.7000367734579259, 0.6500459668224076], 'calciner_temp_c': 901.1133834877039}","{'cooler_speed_rpm': 1.1550220043208292, 'air_flow_nm3_h': 150690.63183944052, 'target_outlet_temp_c': 75.77511002160415}",50.0,0.8429472387922107,70.0,1506720.0,4.76190476190476,0,100.0,0,[],"
            Based on current plant data:
            - Production Rate: N/A tph
            - Free Lime: N/A% (Target: <2.0%)
            - Specific Power: N/A kWh/t
            - Kiln Temperature: 1...",Analyze current plant performance and provide optimization recommendations,2025-09-16T19:07:08.209689,1.0,JK_Cement_Digital_Twin_v1.0
2025-09-17 00:04:00,190.64299434581818,15.884245645852722,3.025096401580631,1475.2111653728705,100.22893690359207,10.238311081659667,204868.48785945273,3019.7523514460136,0.49793619575976694,146593.96993961575,"{'lime_saturation_factor': 0.9498078063732025, 'silica_ratio': 2.4854106244291763, 'alumina_ratio': 1.514685708833541}","{'coal': 0.6751763244418277, 'petcoke': 0.15255255502252305, 'rdf': 0.15806694884721467, 'biomass': 0.02880917380979401}","{'coal': 6477.394972827929, 'petcoke': 7872.574723260697, 'rdf': 3652.1824864579758, 'biomass': 3664.485388730857}",2025-09-16T19:07:01.546853,0.9999999936147521,0.15,"{'coal': 1.1693170628270544e-08, 'petcoke': 6.605151408594184e-10, 'rdf': 0.1557916120224036, 'biomass': 0.028394472278517418, 'tire_derived_fuel': 0.8158139093138311}",True,"{'kiln_speed_rpm': 1.7645381329371068, 'fuel_rate_tph': 13.867352416023085, 'feed_rate_tph': 185.64299434581818, 'excess_air_pct': 10.0, 'burning_zone_temp_c': 1429.8310677017037}","{'stage_temperatures': [909.5469906865436, 809.5469906865436, 709.5469906865436, 609.5469906865436, 509.5469906865436], 'stage_efficiencies': [0.8506943719681962, 0.8013887439363925, 0.7520831159045885, 0.7027774878727847, 0.653471859840981], 'calciner_temp_c': 889.9155338508518}","{'cooler_speed_rpm': 0.9885531548203963, 'air_flow_nm3_h': 146593.36307150865, 'target_outlet_temp_c': 74.94276577410199}",50.0,0.8420610457186313,70.0,1506720.0,4.76190476190476,0,100.0,0,[],"
            Based on current plant data:
            - Production Rate: N/A tph
            - Free Lime: N/A% (Target: <2.0%)
            - Specific Power: N/A kWh/t
            - Kiln Temperature: 1...",Analyze current plant performance and provide optimization recommendations,2025-09-16T19:07:08.209689,1.0,JK_Cement_Digital_Twin_v1.0
2025-09-17 00:05:00,176.27879087289287,14.529880673015741,3.000698434000797,1456.065168025079,99.44007821493973,9.351993264828064,199790.9985250757,2930.7672012596904,0.6068827318368665,148740.68315213147,"{'lime_saturation_factor': 0.945504257276194, 'silica_ratio': 2.487390157611021, 'alumina_ratio': 1.4916047272803339}","{'coal': 0.7082106889487996, 'petcoke': 0.1812680912811675, 'rdf': 0.17871514971070324, 'biomass': 0.04517312991416721}","{'coal': 6608.004624894723, 'petcoke': 8168.749328367728, 'rdf': 4082.6402667461043, 'biomass': 3231.420503074067}",2025-09-16T19:07:01.550853,0.9999999999999886,0.15,"{'coal': 4.718447854656915e-15, 'petcoke': 3.572531555010194e-15, 'rdf': 0.16051772695161687, 'biomass': 0.04057343848492963, 'tire_derived_fuel': 0.7989088345634421}",True,"{'kiln_speed_rpm': 2.6974400327468495, 'fuel_rate_tph': 14.044667231009425, 'feed_rate_tph': 171.27879087289287, 'excess_air_pct': 10.0, 'burning_zone_temp_c': 1445.147865579937}","{'stage_temperatures': [911.6516030886293, 811.6516030886293, 711.6516030886293, 611.6516030886293, 511.65160308862926], 'stage_efficiencies': [0.8511768401892856, 0.8023536803785715, 0.7535305205678571, 0.7047073607571427, 0.6558842009464285], 'calciner_temp_c': 897.5739327899685}","{'cooler_speed_rpm': 1.0279960892530133, 'air_flow_nm3_h': 148740.099949785, 'target_outlet_temp_c': 75.13998044626507}",50.0,0.845992168161665,70.0,1506720.0,4.76190476190476,0,100.0,0,[],"
            Based on current plant data:
            - Production Rate: N/A tph
            - Free Lime: N/A% (Target: <2.0%)
            - Specific Power: N/A kWh/t
            - Kiln Temperature: 1...",Analyze current plant performance and provide optimization recommendations,2025-09-16T19:07:08.209689,1.0,JK_Cement_Digital_Twin_v1.0
2025-09-17 00:06:00,189.1720821151616,13.880470726984589,3.080784730561081,1443.5844654992975,90.88320474917867,9.056722314267537,191385.32507610193,2940.998049607443,0.6972345104935385,149765.09066641435,"{'lime_saturation_factor': 0.9499420162042057, 'silica_ratio': 2.430906382010328, 'alumina_ratio': 1.5317870836657395}","{'coal': 0.6960512925037923, 'petcoke': 0.20715654763126845, 'rdf': 0.1388720595701901, 'biomass': 0.04455137712438553}","{'coal': 6354.597104193205, 'petcoke': 8132.148666117356, 'rdf': 3804.1789912232157, 'biomass': 3699.946112168767}",2025-09-16T19:07:01.553853,0.9999999998201075,0.15,"{'coal': 1.7071108415755987e-10, 'petcoke': 7.169972433767964e-12, 'rdf': 0.12780053596042648, 'biomass': 0.04099953505329698, 'tire_derived_fuel': 0.8311999288063839}",True,"{'kiln_speed_rpm': 3.401561455596206, 'fuel_rate_tph': 14.39371348704079, 'feed_rate_tph': 184.1720821151616, 'excess_air_pct': 10.0, 'burning_zone_temp_c': 1455.132427600562}","{'stage_temperatures': [896.7992840185211, 796.7992840185211, 696.7992840185211, 596.7992840185211, 496.7992840185211], 'stage_efficiencies': [0.8501156432950154, 0.800231286590031, 0.7503469298850464, 0.7004625731800618, 0.6505782164750773], 'calciner_temp_c': 902.566213800281}","{'cooler_speed_rpm': 1.4558397625410664, 'air_flow_nm3_h': 149764.76417027187, 'target_outlet_temp_c': 77.27919881270533}",50.0,0.8391260357078456,70.0,1506720.0,4.76190476190476,0,100.0,0,[],"
            Based on current plant data:
            - Production Rate: N/A tph
            - Free Lime: N/A% (Target: <2.0%)
            - Specific Power: N/A kWh/t
            - Kiln Temperature: 1...",Analyze current plant performance and provide optimization recommendations,2025-09-16T19:07:08.209689,1.0,JK_Cement_Digital_Twin_v1.0
2025-09-17 00:07:00,193.28867638370102,15.670253699518211,2.9938380928529513,1449.376347781951,103.66057180072941,9.473031935363842,208524.16877794254,2964.0605884865986,0.6161407443243283,147945.74121817196,"{'lime_saturation_factor': 0.9479985530981683, 'silica_ratio': 2.484936087928674, 'alumina_ratio': 1.5481217452661524}","{'coal': 0.5963194367459238, 'petcoke': 0.25836301519510924, 'rdf': 0.18375529458233414, 'biomass': 0.05399516429866334}","{'coal': 6381.161767459758, 'petcoke': 8052.895916808648, 'rdf': 4048.7942372406706, 'biomass': 3701.855325810681}",2025-09-16T19:07:01.557853,1.0000000000000036,0.15,"{'coal': 0.0, 'petcoke': 0.0, 'rdf': 0.16820739540340515, 'biomass': 0.049426526575470184, 'tire_derived_fuel': 0.7823660780211281}",True,"{'kiln_speed_rpm': 3.025020703755405, 'fuel_rate_tph': 15.720145876962137, 'feed_rate_tph': 188.28867638370102, 'excess_air_pct': 10.0, 'burning_zone_temp_c': 1450.4989217744392}","{'stage_temperatures': [911.8798305860921, 811.8798305860921, 711.8798305860921, 611.8798305860921, 511.879830586092], 'stage_efficiencies': [0.8507306343664396, 0.8014612687328793, 0.7521919030993188, 0.7029225374657584, 0.653653171832198], 'calciner_temp_c': 900.2494608872196}","{'cooler_speed_rpm': 0.8169714099635292, 'air_flow_nm3_h': 147945.03140101794, 'target_outlet_temp_c': 74.08485704981764}",50.0,0.8441987932395758,70.0,1506720.0,4.76190476190476,0,100.0,0,[],"
            Based on current plant data:
            - Production Rate: N/A tph
            - Free Lime: N/A% (Target: <2.0%)
            - Specific Power: N/A kWh/t
            - Kiln Temperature: 1...",Analyze current plant performance and provide optimization recommendations,2025-09-16T19:07:08.209689,1.0,JK_Cement_Digital_Twin_v1.0
2025-09-17 00:08:00,186.24652581694698,14.30280755677377,2.967076876147125,1438.5505238882959,95.889265852522,9.789132331634972,213176.04942553447,2987.81022149573,0.7002983804695471,152958.34715444915,"{'lime_saturation_factor': 0.9616289280646082, 'silica_ratio': 2.5006519316107263, 'alumina_ratio': 1.4532320778546817}","{'coal': 0.599441828931015, 'petcoke': 0.24089734540343322, 'rdf': 0.14987880046185573, 'biomass': 0.05644537817508552}","{'coal': 6525.656959253256, 'petcoke': 8037.675293571989, 'rdf': 3966.050600643467, 'biomass': 3742.736162862633}",2025-09-16T19:07:01.559853,1.0000000000033094,0.15,"{'coal': 0.0, 'petcoke': 0.0, 'rdf': 0.14319675952765745, 'biomass': 0.05392887599899416, 'tire_derived_fuel': 0.8028743644766578}",True,"{'kiln_speed_rpm': 3.539550681732332, 'fuel_rate_tph': 15.218765645710102, 'feed_rate_tph': 181.24652581694698, 'excess_air_pct': 10.0, 'burning_zone_temp_c': 1459.1595808893633}","{'stage_temperatures': [920.0527865170609, 820.0527865170609, 720.0527865170609, 620.0527865170609, 520.0527865170609], 'stage_efficiencies': [0.8512632527754012, 0.8025265055508025, 0.7537897583262037, 0.7050530111016049, 0.6563162638770061], 'calciner_temp_c': 904.5797904446816}","{'cooler_speed_rpm': 1.2055367073738998, 'air_flow_nm3_h': 152957.87047647356, 'target_outlet_temp_c': 76.0276835368695}",50.0,0.843518073265115,70.0,1506720.0,4.76190476190476,0,100.0,0,[],"
            Based on current plant data:
            - Production Rate: N/A tph
            - Free Lime: N/A% (Target: <2.0%)
            - Specific Power: N/A kWh/t
            - Kiln Temperature: 1...",Analyze current plant performance and provide optimization recommendations,2025-09-16T19:07:08.209689,1.0,JK_Cement_Digital_Twin_v1.0
2025-09-17 00:09:00,190.2686546661482,14.65118648312566,3.053335148587598,1454.200880879725,92.94782213545756,9.49542312380599,198227.63143900162,3046.358763070503,0.7047238910211316,149095.58877396546,"{'lime_saturation_factor': 0.9544528888168605, 'silica_ratio': 2.5067834491698737, 'alumina_ratio': 1.516472709666564}","{'coal': 0.594260556949964, 'petcoke': 0.2778921263910511, 'rdf': 0.1320730492406767, 'biomass': 0.04695060310119676}","{'coal': 6382.1413488104845, 'petcoke': 8005.2136407893595, 'rdf': 3867.963905264908, 'biomass': 3455.0451748288}",2025-09-16T19:07:01.562852,1.0000000000038958,0.15,"{'coal': 0.0, 'petcoke': 0.0, 'rdf': 0.12564309598434448, 'biomass': 0.04466482121736089, 'tire_derived_fuel': 0.8296920828021904}",True,"{'kiln_speed_rpm': 2.8432911046013483, 'fuel_rate_tph': 14.31511601274766, 'feed_rate_tph': 185.2686546661482, 'excess_air_pct': 10.0, 'burning_zone_temp_c': 1446.63929529622}","{'stage_temperatures': [903.0933041059275, 803.0933041059275, 703.0933041059275, 603.0933041059275, 503.09330410592753], 'stage_efficiencies': [0.8504015069299409, 0.8008030138598818, 0.7512045207898228, 0.7016060277197637, 0.6520075346497046], 'calciner_temp_c': 898.31964764811}","{'cooler_speed_rpm': 1.352608893227122, 'air_flow_nm3_h': 149095.2003393014, 'target_outlet_temp_c': 76.76304446613561}",50.0,0.8461315502641068,70.0,1506720.0,4.76190476190476,0,100.0,0,[],"
            Based on current plant data:
            - Production Rate: N/A tph
            - Free Lime: N/A% (Target: <2.0%)
            - Specific Power: N/A kWh/t
            - Kiln Temperature: 1...",Analyze current plant performance and provide optimization recommendations,2025-09-16T19:07:08.209689,1.0,JK_Cement_Digital_Twin_v1.0
