timestamp,thermal_energy_kcal_kg,electrical_energy_kwh_t,total_power_kw,specific_power_kwh_t,fuel_rate_tph,kiln_speed_rpm,feed_rate_tph
2025-09-17 00:00:00,687.5,99.57085254814663,829.7571045678886,99.57085254814663,15.0,2.914170509629326,200.0
2025-09-17 00:01:00,687.5,99.70953280481973,830.9127733734978,99.70953280481973,15.0,2.9419065609639454,200.0
2025-09-17 00:02:00,687.5,99.81480095264537,831.7900079387114,99.81480095264537,15.0,2.962960190529074,200.0
2025-09-17 00:03:00,687.5,99.63079084376662,830.2565903647219,99.63079084376662,15.0,2.9261581687533234,200.0
2025-09-17 00:04:00,687.5,99.74146651470062,831.1788876225052,99.74146651470062,15.0,2.948293302940125,200.0
2025-09-17 00:05:00,687.5,99.46121341590035,828.8434451325029,99.46121341590035,15.0,2.892242683180069,200.0
2025-09-17 00:06:00,687.5,99.68566357657855,830.7138631381546,99.68566357657855,15.0,2.937132715315709,200.0
2025-09-17 00:07:00,687.5,99.47293591956065,828.9411326630055,99.47293591956065,15.0,2.89458718391213,200.0
2025-09-17 00:08:00,687.5,99.27715855965165,827.3096546637638,99.27715855965165,15.0,2.855431711930331,200.0
2025-09-17 00:09:00,687.5,98.98286184377599,824.8571820314666,98.98286184377599,15.0,2.796572368755199,200.0
2025-09-17 00:10:00,687.5,99.85241386813964,832.1034489011636,99.85241386813964,15.0,2.970482773627927,200.0
2025-09-17 00:11:00,687.5,99.46854697610888,828.9045581342407,99.46854697610888,15.0,2.8937093952217765,200.0
2025-09-17 00:12:00,687.5,99.47484707875265,828.9570589896053,99.47484707875265,15.0,2.8949694157505297,200.0
2025-09-17 00:13:00,687.5,99.66772813991561,830.5644011659634,99.66772813991561,15.0,2.9335456279831225,200.0
2025-09-17 00:14:00,687.5,100.0444986650417,833.7041555420142,100.0444986650417,15.0,3.00889973300834,200.0
2025-09-17 00:15:00,687.5,99.9474072899009,832.8950607491741,99.9474072899009,15.0,2.9894814579801787,200.0
2025-09-17 00:16:00,687.5,99.52523759326988,829.3769799439157,99.52523759326988,15.0,2.905047518653977,200.0
2025-09-17 00:17:00,687.5,99.74907130654844,831.2422608879037,99.74907130654844,15.0,2.94981426130969,200.0
2025-09-17 00:18:00,687.5,99.627224564304,830.2268713692,99.627224564304,15.0,2.9254449128608004,200.0
2025-09-17 00:19:00,687.5,99.47813578198974,828.9844648499144,99.47813578198974,15.0,2.8956271563979477,200.0
2025-09-17 00:20:00,687.5,99.62111709725481,830.1759758104567,99.62111709725481,15.0,2.924223419450963,200.0
