timestamp,free_lime_percent,c3s_content_percent,c2s_content_percent,c3a_content_percent,water_cement_ratio,fineness_blaine_cm2_g,compressive_strength_mpa,free_lime_pct
2025-09-17 00:00:00,3.573047539999095,46.795,26.6025,8.0,0.39914170509629326,3079.5,30.8975,3.573047539999095
2025-09-17 00:01:00,3.5827531325070296,46.795,26.6025,8.0,0.39941906560963947,3079.5,30.8975,3.5827531325070296
2025-09-17 00:02:00,3.5899990526064705,46.795,26.6025,8.0,0.3996296019052908,3079.5,30.8975,3.5899990526064705
2025-09-17 00:03:00,3.577264921447108,46.795,26.6025,8.0,0.39926158168753323,3079.5,30.8975,3.577264921447108
2025-09-17 00:04:00,3.5849621597151438,46.795,26.6025,8.0,0.3994829330294013,3079.5,30.8975,3.5849621597151438
2025-09-17 00:05:00,3.5652426434695133,46.795,26.6025,8.0,0.39892242683180074,3079.5,30.8975,3.5652426434695133
2025-09-17 00:06:00,3.5810956949250308,46.795,26.6025,8.0,0.3993713271531571,3079.5,30.8975,3.5810956949250308
2025-09-17 00:07:00,3.5660827807592925,46.795,26.6025,8.0,0.39894587183912134,3079.5,30.8975,3.5660827807592925
2025-09-17 00:08:00,3.5518707772923985,46.795,26.6025,8.0,0.39855431711930334,3079.5,30.8975,3.5518707772923985
2025-09-17 00:09:00,3.5297582274223966,46.795,26.6025,8.0,0.397965723687552,3079.5,30.8975,3.5297582274223966
2025-09-17 00:10:00,3.592563155176617,46.795,26.6025,8.0,0.3997048277362793,3079.5,30.8975,3.592563155176617
2025-09-17 00:11:00,3.565768390062342,46.795,26.6025,8.0,0.39893709395221777,3079.5,30.8975,3.565768390062342
2025-09-17 00:12:00,3.5662196221562703,46.795,26.6025,8.0,0.3989496941575053,3079.5,30.8975,3.5662196221562703
2025-09-17 00:13:00,3.579846739937171,46.795,26.6025,8.0,0.39933545627983125,3079.5,30.8975,3.579846739937171
2025-09-17 00:14:00,3.60545780311677,46.795,26.6025,8.0,0.4000889973300834,3079.5,30.8975,3.60545780311677
2025-09-17 00:15:00,3.5989814827696147,46.795,26.6025,8.0,0.3998948145798018,3079.5,30.8975,3.5989814827696147
2025-09-17 00:16:00,3.5698146546704272,46.795,26.6025,8.0,0.3990504751865398,3079.5,30.8975,3.5698146546704272
2025-09-17 00:17:00,3.5854868140009506,46.795,26.6025,8.0,0.3994981426130969,3079.5,30.8975,3.5854868140009506
2025-09-17 00:18:00,3.5770149577722545,46.795,26.6025,8.0,0.399254449128608,3079.5,30.8975,3.5770149577722545
2025-09-17 00:19:00,3.566455012864333,46.795,26.6025,8.0,0.3989562715639795,3079.5,30.8975,3.566455012864333
2025-09-17 00:20:00,3.5765865967884,46.795,26.6025,8.0,0.39924223419450966,3079.5,30.8975,3.5765865967884
2025-09-17 00:21:00,3.579862082853796,46.795,26.6025,8.0,0.3993358964077126,3079.5,30.8975,3.579862082853796
2025-09-17 00:22:00,3.5457151446226742,46.795,26.6025,8.0,0.3983879919809113,3079.5,30.8975,3.5457151446226742
2025-09-17 00:23:00,3.5840920652405055,46.795,26.6025,8.0,0.39945774377443827,3079.5,30.8975,3.5840920652405055
2025-09-17 00:24:00,3.5864040091303235,46.795,26.6025,8.0,0.3995247695784362,3079.5,30.8975,3.5864040091303235
2025-09-17 00:25:00,3.5698396612973795,46.795,26.6025,8.0,0.39905117866508794,3079.5,30.8975,3.5698396612973795
2025-09-17 00:26:00,3.5638356430245715,46.795,26.6025,8.0,0.3988832477965832,3079.5,30.8975,3.5638356430245715
2025-09-17 00:27:00,3.55828515749271,46.795,26.6025,8.0,0.39872971995683026,3079.5,30.8975,3.55828515749271
2025-09-17 00:28:00,3.5810268082501278,46.795,26.6025,8.0,0.39936934639332766,3079.5,30.8975,3.5810268082501278
2025-09-17 00:29:00,3.60312885008543,46.795,26.6025,8.0,0.4000188773736009,3079.5,30.8975,3.60312885008543
2025-09-17 00:30:00,3.6024988601439585,46.795,26.6025,8.0,0.39999996580435776,3079.5,30.8975,3.6024988601439585
