raw_mill_motor_power_kw,raw_mill_feed_rate_tph,raw_mill_outlet_temp_c,raw_mill_separator_speed_rpm,raw_mill_fineness_blaine_cm2_g,preheater_stage1_temp_c,preheater_stage2_temp_c,preheater_stage3_temp_c,preheater_stage4_temp_c,preheater_stage5_temp_c,preheater_pressure_drop_mbar,calciner_temp_c,calciner_o2_pct,kiln_feed_rate_tph,kiln_speed_rpm,burning_zone_temp_c,kiln_torque_motor_pct,hood_pressure_mbar,kiln_exhaust_temp_c,kiln_exhaust_o2_pct,kiln_exhaust_co_pct,coal_flow_tph,petcoke_flow_tph,alternative_fuel_flow_tph,total_fuel_flow_tph,cooler_speed_rpm,cooler_outlet_temp_c,cooler_fan_speed_rpm,cooler_pressure_mbar,cement_mill_power_kw,cement_mill_feed_rate_tph,cement_mill_outlet_temp_c,cement_fineness_blaine_cm2_g,nox_mg_nm3,so2_mg_nm3,dust_mg_nm3,co2_pct,co2_kg_t,free_lime_pct,c3s_content_pct,c2s_content_pct,compressive_strength_3d_mpa,compressive_strength_7d_mpa,compressive_strength_28d_mpa,setting_time_initial_min,setting_time_final_min,soundness_mm,calibration_source,calibration_timestamp,simulation_type,simulation_duration_hours,sample_rate_seconds,simulation_timestamp
1933.23047898529,191.42343994458943,83.1832342203635,1064.2006379562508,3260.171140548553,944.2641659656578,844.6579065382797,745.2830798701251,648.0439703449061,546.2506098784861,20.024167241176777,943.0598062835803,3.765739771349763,199.71228588965656,2.914170509629326,1239.75,76.93114253810975,-2.25,357.7300960317537,2.6993521269577503,0.20774738386343478,46.5150970862661,33.93923312901968,9.527794130706159,89.76399332170203,2.926153564976056,110.63084178065911,1086.466052556152,11.836294397926167,2207.01588925732,85.33395872050545,106.58148758900053,3721.8370844744063,730.0194297005859,69.1178405674363,23.934050907050903,20.545802269658786,692.8848532815265,2.2,49.5,11.66440450704875,23.93199812097476,33.94585866958048,36.0,139.66583561256115,184.43730105259465,2.889069424280683,real_world_data,2025-09-16 18:57:59.377872,physics_based,24,60,2025-09-16T18:57:59.377872
1918.3042489914562,191.25469990699395,80.78921864934338,1071.918787770253,3268.1776783241603,949.0936954483658,845.4130942661664,746.1884578451663,646.7931507560587,547.6527648177463,20.626909309226377,933.9701791359714,3.7776584192931804,199.3106914602675,2.9419065609639454,1239.75,76.08672069784875,-2.25,358.66377372618354,2.762860062223912,0.2541460616717888,46.7110425013146,33.2500039946008,9.715618186154705,88.99758005660689,2.8708954723227342,102.11158384617931,1061.2151054592484,11.50134593857719,2294.5714787836623,85.26158364265861,108.94619644291035,3746.6803272600246,723.2454597711411,65.09471389055184,25.051338313510268,20.429013628000547,688.77537907413,2.2,49.5,11.595182718586951,24.197135477606352,33.866575156943796,36.0,139.6292515801181,184.88874228149893,2.8448349503701484,real_world_data,2025-09-16 18:57:59.377872,physics_based,24,60,2025-09-16T18:57:59.377872
1992.664166663466,191.25815783656492,81.80764067058266,1129.0223502620659,3272.274256283158,936.8014718862622,836.4248338961136,736.2007194932391,636.0195355075178,537.2418168406856,21.196970859122555,932.6682828395752,3.8852856437700822,199.49383341202483,2.962960190529074,1239.75,77.22039489050991,-2.25,364.6900928121434,2.7022943865485214,0.20194762752743114,45.81008511363232,33.90794146519261,9.811735615451216,89.26432860651518,3.028398705250293,104.7405319148583,1004.8672688552643,11.615837196555901,2215.9030798377785,80.35343930407718,108.10052483360458,3802.5791634983284,741.53412603918,74.30502404044229,24.6793917945633,20.78780837066883,699.1317782319608,2.2,49.5,11.499120744652108,23.993744141862592,33.88196558310217,36.0,139.86441883325267,185.35058802876702,2.9288315542531898,real_world_data,2025-09-16 18:57:59.377872,physics_based,24,60,2025-09-16T18:57:59.377872
1941.1382512050936,190.01202717780447,83.51979871048393,1081.3605146899997,3257.0890789448877,947.5579167798237,849.7573581999401,750.1416167505038,646.3226072736429,547.4101828361063,21.061820678844597,932.6151717118448,3.893861036474575,199.73462852298056,2.9261581687533234,1239.75,76.97879087196716,-2.25,355.965818213749,2.677451336438951,0.21334110823236074,45.79852833284867,33.27715622683805,9.531444505814822,88.91230173815468,2.6118725938499194,105.92702582350768,1031.6829060571686,11.605259232733369,2172.1541463561307,84.43418663704274,107.69520811153436,3763.9786226805936,725.5858929942194,67.42719953764328,23.751700195379456,20.756156903427694,699.6098213826194,2.2,49.5,11.56291358445248,23.829977959756118,33.8417491899343,36.0,140.21443397325672,184.4947491043537,2.8219379443859918,real_world_data,2025-09-16 18:57:59.377872,physics_based,24,60,2025-09-16T18:57:59.377872
1961.0584390891763,191.21402266531834,85.2398717098949,1087.6040593290272,3213.6284675872525,950.9600705442449,849.8239217812385,749.8732065909104,649.1521620429714,551.5055456748876,21.419753311009877,931.5889913605768,3.7747635113958538,200.15407942647244,2.948293302940125,1239.75,77.1771100502719,-2.25,365.92011588072484,2.6999096047276523,0.2388947878811352,46.279865646909016,33.65300166708776,9.670049802571842,89.37188102085598,2.8441361466550505,106.59700686812234,1048.2401638744723,11.2090102896086,2225.4717124361937,83.81237970052028,108.50266800991356,3746.1358465267044,736.5208152487086,77.89586797073844,23.82561717286012,20.607242127858324,705.0695838062954,2.2,49.5,11.606759490248912,23.944303958879146,33.71082241255816,36.0,139.71323142691108,185.13502286833418,2.9600513446269843,real_world_data,2025-09-16 18:57:59.377872,physics_based,24,60,2025-09-16T18:57:59.377872
1912.426131837846,190.21860998160685,83.42105551896191,1078.0122109254473,3290.0874444666897,938.793128211832,839.5472391695794,738.809998394854,638.8812175578189,537.7733868390357,21.181420698817966,929.6422576007782,3.6407170896231498,200.03299179953265,2.892242683180069,1239.75,77.74832982554649,-2.25,358.5290505711305,2.6455744566247614,0.23702846968240707,45.99621551474207,35.49982082714291,9.709104701618251,91.64438926441127,2.6495641046593184,104.8725389407912,1083.0392552069266,11.973510057482336,2218.636178267747,83.80667465475958,107.8628734319853,3737.4545389325936,731.4311587368858,65.08847725037757,23.76970748064546,20.663468315446977,715.5122056378464,2.2,49.5,11.663650988450868,23.938983112854274,33.810028748324974,36.0,139.1834173887554,184.1339171031008,2.763782977309273,real_world_data,2025-09-16 18:57:59.377872,physics_based,24,60,2025-09-16T18:57:59.377872
1931.2441725420422,191.3498912707534,85.89908674381994,1063.2096926724923,3304.5481865084507,938.8289869984353,839.344587908019,740.1100495878877,637.2371234298118,537.9948112071546,20.539098054443603,931.199639553269,3.5973846991959046,198.59767569766282,2.937132715315709,1239.75,76.14062435458597,-2.25,357.92875421114496,2.6599927954069336,0.2664807528296268,46.08969991042951,35.048950910068974,9.698004991547954,90.71901003953995,2.7654519500222645,106.12527608818293,1070.9309509103764,11.865727939097274,2285.4732626398422,82.73664363307824,110.21712145399317,3744.0154181448224,726.5513539606484,61.93955333237187,22.66350061116878,20.75511441996287,717.4618361710999,2.2,49.5,11.563128339571275,23.952088064449978,33.96079247801761,36.0,140.01328861718346,185.14969194800267,2.845859653489195,real_world_data,2025-09-16 18:57:59.377872,physics_based,24,60,2025-09-16T18:57:59.377872
1939.1992105601767,190.36479413986496,81.91437861493154,1080.2359390756244,3265.9344011793337,934.2521912020503,834.5559859582632,734.8842944833956,637.3225055976549,534.9511607566989,21.139371289579127,930.1024070628172,3.691031105042997,200.30203757188772,2.89458718391213,1239.75,77.22125683109861,-2.25,366.27545919732484,2.92734044834873,0.2551141194526848,46.272139583403465,34.66648884116307,9.84610814690367,90.62495602755529,2.841501156117962,106.52926481664348,1060.8721585595245,12.28443347071238,2238.6390832667885,85.57420875049631,107.1959207968007,3799.8534789682376,744.7837779418285,67.5619133264431,22.97981337751285,20.737617931949178,715.1419921965667,2.2,49.5,11.529597128161788,24.00567289512744,33.92676180661445,36.0,138.83663536727056,185.22567218514357,2.874680359456375,real_world_data,2025-09-16 18:57:59.377872,physics_based,24,60,2025-09-16T18:57:59.377872
1982.0936821521536,189.97381625351386,86.8445067698307,1086.212636503037,3241.9557413638013,939.869087437642,842.3562632743717,742.3935001062738,642.6235100357513,542.9559317833205,22.04101115784101,934.3947487916645,3.660573963299525,199.6790578318268,2.855431711930331,1239.75,77.58871034269967,-2.25,367.57412867145035,2.931280718237214,0.3014241659557043,46.19009541051138,34.47946990648558,9.604464783514201,90.37457840514891,2.9911461818651266,106.91017691909389,1067.9730536212737,10.957357079003911,2219.5808699066533,85.57790439186877,108.68219978618224,3809.9022723722824,743.5965734101868,80.30987064140804,23.01553361906572,20.438296572649556,718.2181577936415,2.2,49.5,11.685638835990458,23.912155988324123,34.06355662877622,36.0,139.99264942116517,184.6456603664297,2.7538856696840317,real_world_data,2025-09-16 18:57:59.377872,physics_based,24,60,2025-09-16T18:57:59.377872
1959.2180243954888,191.621164010081,87.11520126540525,1117.1321603163346,3252.8142030403765,940.5670869372493,841.024600936704,738.6265824916102,638.9744641868732,539.3736053644441,21.22560558444493,935.2356840618812,3.782387508254157,200.35243032693225,2.796572368755199,1239.75,78.20869534246103,-2.25,358.0692718327489,2.8943289016896707,0.2543792784844578,45.91019461598463,33.959339968138025,9.951605608140126,89.78102253686437,3.032275569982436,105.97506183426353,1090.5920969690264,11.719084146334136,2231.341349381852,82.47880020781251,108.191072845763,3757.170492411259,742.7781632311338,54.30397749508744,21.67478640289661,20.34667480303487,737.62102596794,2.2,49.5,11.607580849368974,23.996399310027005,33.938403198785316,36.0,139.92623689975952,185.46371269406387,2.870556504925454,real_world_data,2025-09-16 18:57:59.377872,physics_based,24,60,2025-09-16T18:57:59.377872
